Tweet,Location,Created_Date,Username,Screen_Name,Polarity,Match
derylhatch: Just announced: We've been approved to search for an assistant professor of higher education here at the University of Nebr,"Lansing, MI",2019-10-30 20:05:50,S. Aguilar-Smith,saguilarsmith,Nutral,
kempthead DominicCardy How ignorant of the current education minister to retweet something like this. Canada stan,,2019-10-30 20:05:48,Amy Newhook,AmyNewhook,Nutral,"ignorant,like"
"Penn State's ""Happy Valley"" trademark application was granted yesterday.

It's one of several registrations the uni","State College, PA",2019-10-30 20:05:42,Bret Pallotto,BretPallottoCDT,Nutral,
PREVIEW: Inspiring entrepreneurship to be celebrated at University of Hull Scarborough &amp; Coast Business Day 2019,,2019-10-30 20:05:40,Tracy Blundell,TABlundell,Positive,"inspiring,celebrated"
Im an advocate for public education. My son and I graduated from CO public schools. My son currently attends Color,"Centennial, CO",2019-10-30 20:05:32,Chrie Garcia,CherieAmours,Positive,advocate
Good news for NH students &amp; families. Thank you DonnaSoucy DanFeltesNH &amp; NHSenateDems ShurtleffSteve &amp;,"Manchester, NH",2019-10-30 20:05:30,Theo Groh,TheoGroh,Positive,"good,thank"
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed","Preston, England",2019-10-30 20:04:41,Paul Peyton,paulpe28,Positive,free
"ujs_news: Following a meeting yesterday with Education Minister Karl Samuda, the UTASU membership and the University were unable to com",Kingston jamaica,2019-10-30 20:04:28,Shaneika Smith,SSmithFJ,Negative,unable
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Mars,2019-10-30 20:04:06,Tony Are (Affidavit withdrawn),adia_afa,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kano, Nigeria",2019-10-30 20:03:52,Hassan,wierd_twin,Nutral,
derylhatch: Just announced: We've been approved to search for an assistant professor of higher education here at the University of Nebr,United States,2019-10-30 20:03:52,Matthew Smith,SmithMatthewJ,Nutral,
FSUartssciences: Did you know? floridastate is celebrating International Education Month in November! Check out the full schedule of e,"110 S Woodward Tallahassee, FL",2019-10-30 20:03:14,FSU Global Citizenship Certificate,FSUGCC,Nutral,
TheNamibian: The University of Namibia's vice chancellor has proposed plans to increase the minimum enrolment requirements from 25 poin,Namibia,2019-10-30 20:03:06,charlotte__.,__kuume,Negative,vice
FSUartssciences: Did you know? floridastate is celebrating International Education Month in November! Check out the full schedule of e,"Tallahassee, FL",2019-10-30 20:02:56,FSU Global Exchanges,FSUexchanges,Nutral,
Nasser's popularity began to rise during this period (1956-1967) after his victory against the British. He establis,The Levant,2019-10-30 20:02:51,Ameed,Palimperator,Positive,victory
JDev65: Fancy a new opportunity? Robert Gordon University in Aberdeen are seeking to appoint a new Professor of Social Work - it's a gr,Edinburgh,2019-10-30 20:02:46,John Devaney,JDev65,Positive,"fancy,work"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Durban,southafrica",2019-10-30 20:02:46,KEPU,kepulistic,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 20:02:36,Almustapha.,almustaphaAlha9,Nutral,
FSUartssciences: Did you know? floridastate is celebrating International Education Month in November! Check out the full schedule of e,"Tallahassee, FL",2019-10-30 20:02:31,FSU Center for Global Engagement,fsucge,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kaduna, Nigeria",2019-10-30 20:01:57, ,Dadee_boboh,Nutral,
Christi0nn: Ive decided to further my education and play basketball for next four years at Georgian Court University,DE,2019-10-30 20:01:52,T ,HarrisTierraa,Nutral,
"ana_gram_ olivier_klein Bridges have been built and university education integrating both approaches, exists in both Europe and USA.",,2019-10-30 20:01:39,Cumulus Minoris,editedsense,Nutral,
"edcns_ineditas: tr. ""Protests &amp; riots in #Panama against a Constitutional reform. Protestors denounce reforms which favor interests set",,2019-10-30 20:01:38,God damn America! That's in the Bible,mma_marxian,Positive,"denounce,reforms,favor,interests"
SUSchoolofEd: We're proud to announce a $7.5 million #ProjectINCLUDE usedgov grant supporting culturally diverse doctoral students in,"Syracuse, NY",2019-10-30 20:01:24,Charlotte D Sharpe,getting_sharper,Positive,"proud,supporting"
"The report notes that ""notes Canada has a persistent gender gap when it comes to economic security, even though wom",,2019-10-30 20:01:19,Willow Place Inc.,willowplace1,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Bauchi, Nigeria",2019-10-30 20:01:17,Zainab S Chinade,ChinadeZainab,Nutral,
GuardianEdu: Students who had unconditional offer more likely to quit,,2019-10-30 20:01:09,Laura Middleton,LauraLou_2012,Positive,unconditional
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",Norfolk,2019-10-30 20:00:45,sidbags #VoteLabour,salbags60,Positive,free
Free Education University - Is a 17 course curriculum that teaches you how to find the right financial opportunitie,USA,2019-10-30 20:00:41,Johny Cool | Best of the Best,Sondsajohn,Positive,"free,right"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Bauchi, Nigeria",2019-10-30 20:00:37,Ibraheem Nuhu,ibrah_excelleny,Nutral,
Are you a S&amp;C coach who has a desire to learn more about the psychological and sociological aspects of coaching? Ch,"Provo, UT",2019-10-30 20:00:28,CSCCa Monthly,csccamonthly,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Funtua,katsina",2019-10-30 20:00:27,abdul_Gidado,abdulmgee1,Nutral,
"See our latest #StPaul, MN job and click to apply: Extension Educators - 4-H Youth Development -  #Education","Twin Cities, MN",2019-10-30 20:00:16,myTCjob.com,myTCjob,Nutral,
"PatrickAKarlson: When Elizabeth Warren taught at Harvard Law, she was the ****only**** tenured professor who didnt get their undergrad","Atlanta, Ga ",2019-10-30 20:00:14,Bimbo_guy,miguelangel_311,Nutral,
Field of Crosses honours fallen heroes of Mount Royal University mountroyal4u  -  #Alberta #Community,"Terrebonne, Qubec",2019-10-30 20:00:02,Education News CAN,educationnewsca,Negative,fallen
"Pappiness realDonaldTrump GovDunleavy Same in Alberta....bringing American advisers in to screw up  education,no","oshawa, ontario",2019-10-30 19:59:49,marshallrmb/Oshawa,Enigmaticcanuk,Nutral,
"alistairm: Some impressive background research on university digital estate and some of the issues, risks and complexity when it comes",European Union,2019-10-30 19:59:47,"(  ) ""Low skilled child of queue jumper""",Ghizzi_d,Nutral,"impressive,risks"
its_shamex: I turned to a LAWYER for almost 2 hours just so that my work wont be cancelled. My children arent going to a public unive,"Singles, France",2019-10-30 19:59:37,Billionaire,Ahmerd_Daddy,Positive,work
"KaylaBurrows2: #NEW FNM GOV
NASSAU BAHAMAS

BAHAMAS &amp; OECD

OECD
THE OECD ACTION PLAN FOR YOUTH

Giving youth a better start in the lab","Nassau, Bahamas",2019-10-30 19:59:36,Kayla Burrows,KaylaBurrows2,Positive,better
GCIndigenous: The #JordansPrinciple Call Centre is open 24 hours / 7 days a week. If you know of a #FirstNations child that needs help,Canada,2019-10-30 19:59:36,Gin Gardner,gin9909,Nutral,
KhulaniQoma University education is not always necessary to make good choices. Life skills and common sense is and,South Africa,2019-10-30 19:59:24,PATRIOTISM 1ST Dee,DeeWilshire,Positive,good
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Federal Capital Territory, Nig",2019-10-30 19:59:04,Shuaib SS,dr_sshuaib,Nutral,
OUScotland: #JennieLee? Who was she?! 10 things you might not know about this inspirational Scottish woman are in today's TheScotsman,,2019-10-30 19:58:33,Janet Hughes,jzhughes,Positive,inspirational
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Nigeria ,2019-10-30 19:58:17,Abdulrazak Mukhtar,abdoul_official,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 19:58:12,Rukkimama,ruqaiyahMH,Nutral,
"#NEW FNM GOV
NASSAU BAHAMAS

BAHAMAS &amp; OECD

OECD
THE OECD ACTION PLAN FOR YOUTH

Giving youth a better start in th","Nassau, Bahamas",2019-10-30 19:57:56,Kayla Burrows,KaylaBurrows2,Positive,better
"GUMedicine: The Hoya Drug Overdose Prevention &amp; Education (DOPE) project is an opioid overdose education and naloxone
distribution prog","Washington, DC",2019-10-30 19:56:55,Nicholas Bader,NicholasBader,Nutral,
"en_germany:  Should I #learnGerman, even though my course is in English? Is there a #student ticket for #publictransport? How am I sup",,2019-10-30 19:56:31,josejose,josejos40887905,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Zamfara, Nigeria",2019-10-30 19:56:25,Sadeeqbakori,Sadeeqbakori,Nutral,
Sabroesel Lydia_Beeyoobee taber Many teachers in Canada do too. Education is underfunded everywhere,Canada,2019-10-30 19:56:22,Vegan Nobody ,VeganNobody,Nutral,
"FreddieBailey96: Funny how some people argue that we cannot afford to make University Education free.

It's free in Scotland.
#VoteLabo","Boston, England",2019-10-30 19:56:21,David,David39133380,Positive,"funny,afford,free"
"Explore the cutting edge of learning with organizations like New Schools Venture Fund, Southern New Hampshire Unive","Boston, MA",2019-10-30 19:56:09,LearnLaunch,LearnLaunch,Positive,like
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Ghost Mode,2019-10-30 19:56:04,DonCorleone,UmarZubyr,Nutral,
Dozens of Polytechnic University students wear masks on graduation day,"Central Region, Singapore",2019-10-30 19:56:03,Nawuser Kcazar,RazzyRazack,Nutral,
Forbes: Breaking news from Detroit Mayor Mike Duggan: A transformative world-class education &amp; entrepreneurship center anchored by the,"Detroit, Michigan",2019-10-30 19:55:47,Ryan Friedrichs,RyanFriedrichs,Negative,breaking
"ujs_news: Following a meeting yesterday with Education Minister Karl Samuda, the UTASU membership and the University were unable to com",Somewhere on earth...I think ,2019-10-30 19:55:44,Young Blood,Derrii_don,Negative,unable
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed","Mansfield, Nottinghamshire",2019-10-30 19:55:31,Jordan Ferrer,Fezzro,Positive,free
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Adamawa, Nigeria",2019-10-30 19:55:03,Mohammed Adamu ,Hammariise,Nutral,
Tuition rates at four-year public colleges climbed 37% over the last decade as states have slashed education fundin,"Washington, D.C.",2019-10-30 19:55:01,Route Fifty,routefifty,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Lagos Nigeria. ,2019-10-30 19:54:56,PSALM9,psalmchu,Nutral,
THE_PACK_IS_BAK KrazieLegacy sportstalkfox TTVJMBYT Also I actually got an offer to play at a local school call,"Fayetteville, North Carolina ",2019-10-30 19:54:48,Jordan Allen,Basketb34327246,Nutral,
"ItsMutai: In Denmark there is
1. Free health care
2. Free education
3. 14 mnths maternity leave with full salary
4. 2-yrs salary when u",Earth,2019-10-30 19:54:45,nicolette white,samraboricua13,Positive,free
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,,2019-10-30 19:53:47,Queen ,m_sakeenah,Nutral,
brettminnich17: So excited to announce that I will be furthering my education and baseball career at Texas A&amp;M University. Thank you to,,2019-10-30 19:53:39,  ,Essenceesayy,Positive,"excited,thank"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Bauchi, Nigeria",2019-10-30 19:53:14,Chairman kHalifa AriSe,KNingi,Nutral,
"edcns_ineditas: tr. ""Protests &amp; riots in #Panama against a Constitutional reform. Protestors denounce reforms which favor interests set","Southwark, London",2019-10-30 19:52:44,Southwark Notes,SouthwarkNotes,Positive,"denounce,reforms,favor,interests"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,jewel in the Savannah,2019-10-30 19:52:29,Mr. Shawaiii,shawai_a,Nutral,
"VladoBotsvadze: The top 10 countries for future skills and education: 

1. Finland 
2. Switzerland 
3. New Zealand 
4. Sweden",NYC | London | Dubai | Shanghai,2019-10-30 19:52:16,Vladimer Botsvadze,VladoBotsvadze,Positive,top
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kaduna, Nigeria",2019-10-30 19:51:56,MINISTAR MATA was blessed so she ,Chuchungaye,Nutral,
"Join the UT Dallas team! See our latest job opening here:  #Education #Richardson, TX","DFW, Texas",2019-10-30 19:51:46,TMJ-DFW Educ. Jobs,tmj_dfw_edu,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,NIGERIA,2019-10-30 19:51:36,Abu RayyAn,Bathos100,Nutral,
"Belive_Kinuthia: #JubileeDelivers...We are completing this journey...the economy is doing well...jobs for everyone,over 10M youths empl","Nairobi, Kenya",2019-10-30 19:51:26,Cossy WA tush,cosmutt,Nutral,
